inn,ogrn,region,region_taxcode,creation_date,dissolution_date,age,eligible,exemption_criteria,financial,filed,imputed,simplified,articulated,totals_adjustment,outlier,okved,okved_section,okpo,okopf,okogu,okfc,oktmo,lon,lat,geocoding_quality,line_1100,line_1110,line_1120,line_1130,line_1140,line_1150,line_1160,line_1170,line_1180,line_1190,line_1200,line_1210,line_1220,line_1230
0100002682,1220100002165,adygeya,0100,2022-08-30,,1.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,52.10.20,H,57852214,12300,4210014,16,79703000111,39.2111962,44.8311631,city,18428.0,,,,,18428.0,,,,,14758.0,4330.0,0.0,9513.0
0100002690,1220100002176,adygeya,0100,2022-09-01,,1.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,43.21,F,75622357,12300,4210014,16,79701000001,40.0585452,44.6257548,street,,,,,,,,,,,163.0,162.0,,1.0
0100002700,1220100002187,adygeya,0100,2022-09-02,,1.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,35.30.40,D,78657244,12300,4210014,16,79630159051,38.92981602157985,44.9882231,house,,,,,,,,,,,14998.0,30.0,,13459.0
0100002717,1220100002198,adygeya,0100,2022-09-05,,1.0,1.0,none,0.0,0.0,0.0,,,,0.0,94.92,S,94917029,20201,4220003,51,79701000001,40.13991517481196,44.61449055,house,,,,,,,,,,,,,,
0100002724,1220100002209,adygeya,0100,2022-09-06,2024-07-19,1.0,1.0,none,0.0,0.0,0.0,,,,0.0,43.29,F,98450203,12300,4210014,16,79615408101,40.69380411736972,44.632627549999995,house,,,,,,,,,,,,,,
0100002731,1220100002210,adygeya,0100,2022-09-08,,1.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,55.10,I,59187956,12300,4210014,16,79701000001,40.099154850000005,44.59219385,house,,,,,,,,,,,350.0,,,20.0
0100002749,1220100002220,adygeya,0100,2022-09-09,2024-12-18,1.0,1.0,none,0.0,0.0,0.0,,,,0.0,22.23,C,74612641,12300,4210011,24,79630415106,38.9430262,45.0202459,house,,,,,,,,,,,,,,
0100002756,1220100002231,adygeya,0100,2022-09-12,,1.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,01.61,A,80623287,12300,4210014,16,79605407101,40.07360870435893,44.87010655,house,,,,,,,,,,,50.0,,,50.0
0100002763,1220100002242,adygeya,0100,2022-09-12,,1.0,1.0,none,0.0,1.0,0.0,1.0,1.0,0.0,0.0,47.29,G,80620604,12300,4210014,16,79630420101,38.994718,44.9212862,city,,,,,,,,,,,,,,
0100002770,1220100002253,adygeya,0100,2022-09-12,,1.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,41.20,F,80622313,12300,4210014,16,79701000001,40.121732349291015,44.6347097,house,,,,,,,,,,,10.0,,,
0100002788,1220100002264,adygeya,0100,2022-09-13,,1.0,1.0,none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,94.99,S,97267738,20200,4220003,53,79701000001,40.08859716670399,44.5903406,house,,,,,,,,,,,220.0,,,
0100002795,1220100002275,adygeya,0100,2022-09-13,,1.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,46.73,G,97277292,12300,4210014,16,79630159051,38.93767265,44.9806298,house,100.0,,,,,100.0,,,,,22.0,2.0,,10.0
0100002805,1220100002286,adygeya,0100,2022-09-13,,1.0,1.0,none,0.0,0.0,0.0,,,,0.0,42.21,F,97273064,12300,4210014,16,79703000001,39.183322058908374,44.88226775,house,,,,,,,,,,,,,,
0100002812,1220100002297,krasnodar,2300,2022-09-14,,1.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,46.74.10,G,51323408,12300,4210014,16,03701000001,39.08704405,45.04045725,house,,,,,,,,,,,6509.0,4221.0,,542.0
0100002820,1220100002308,adygeya,0100,2022-09-14,,1.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,45.20,G,51330325,12300,4210014,16,79630157051,38.90187168945257,44.9283095,house,169.0,,,,,169.0,,,,,1249.0,512.0,,713.0
0100002837,1220100002319,adygeya,0100,2022-09-16,,1.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,86.10,Q,72162406,12300,4210014,16,79630415106,38.9158058,45.0151351,house,,,,,,,,,,,355.0,,,28.0
0100002844,1220100002320,adygeya,0100,2022-09-19,,1.0,1.0,none,0.0,1.0,0.0,0.0,1.0,0.0,0.0,47.25.10,G,76359382,12300,4210014,16,79630159051,38.93862247425071,45.00296635,house,,,,,,,,,,,,,,
0100002851,1220100002330,adygeya,0100,2022-09-20,2023-04-07,1.0,1.0,none,0.0,0.0,0.0,,,,0.0,45.20,G,,12300,4210014,16,79701000001,40.1142197,44.6259798,house,,,,,,,,,,,,,,
0100002869,1220100002341,adygeya,0100,2022-09-23,,1.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,47.73,G,95962925,12300,4210014,16,79701000001,40.0955009,44.6218411,house,,,,,,,,,,,3295.0,2751.0,,544.0
0100002876,1220100002352,adygeya,0100,2022-09-23,,1.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,47.91,G,98454974,12300,4210011,34,79703000001,39.1845402,44.8741897,street,43.0,,,,,43.0,,,,,16230.0,3562.0,,7651.0
0100002883,1220100002363,adygeya,0100,2022-09-26,,1.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,41.20,F,55393038,12300,4210014,16,79701000001,40.06031126680538,44.6085469,house,652.0,,,,,652.0,,,,,36385.0,4839.0,,10196.0
0100002890,1220100002374,adygeya,0100,2022-09-27,,1.0,1.0,none,0.0,1.0,0.0,0.0,1.0,0.0,0.0,41.20,F,58683400,12300,4210014,16,79622455101,40.1809711,44.498890349999996,house,,,,,,,,,,,0.0,,,
0100002900,1220100002385,adygeya,0100,2022-09-30,,1.0,1.0,none,0.0,0.0,0.0,,,,0.0,68.20,L,77293797,12300,4210014,16,79701000001,40.0698323,44.6160034,house,,,,,,,,,,,,,,
0100002918,1220100002396,adygeya,0100,2022-09-30,,1.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,80.10,N,77289732,12300,4210014,16,79633155051,39.1060708,44.984547,street,,,,,,,,,,,6769.0,2.0,,3455.0
0100002925,1220100002407,adygeya,0100,2022-10-04,,1.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,46.35,G,93204190,12300,4210014,16,79701000001,40.06194637696648,44.6206033,house,,,,,,,,,,,25631.0,,,25623.0
0100002932,1220100002418,adygeya,0100,2022-10-05,,1.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,64.30,K,95944258,20100,4210014,16,79701000001,40.1042716,44.6047835,house,,,,,,,,,,,5000000000.0,,,
0100002940,1220100002429,adygeya,0100,2022-10-05,,1.0,1.0,none,0.0,0.0,0.0,,,,0.0,14.14.21,C,95941159,12300,4210014,16,79701000001,40.1106885,44.6194716,house,,,,,,,,,,,,,,
0100002957,1220100002430,adygeya,0100,2022-10-11,,1.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,46.21,G,59983570,12300,4210014,16,79701000001,40.1205814,44.588797,house,,,,,,,,,,,2862.0,10.0,,1615.0
0100002964,1220100002440,adygeya,0100,2022-10-11,2023-11-16,1.0,1.0,none,0.0,0.0,0.0,,,,0.0,46.72,G,,12300,4210014,16,79622425146,40.09372302663428,44.5516504,house,,,,,,,,,,,,,,
0100002971,1220100002451,adygeya,0100,2022-10-14,,1.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,93.21,R,84264773,12300,4210014,16,79630415106,38.92093899171599,45.01788515,house,,,,,,,,,,,10.0,,,10.0
0100002989,1220100002462,adygeya,0100,2022-10-17,,1.0,1.0,none,0.0,0.0,0.0,,,,0.0,96.09,S,95775749,12300,4210014,16,79630159051,38.932399,45.0006455,house,,,,,,,,,,,,,,
0100002996,1220100002473,adygeya,0100,2022-10-19,2023-12-05,1.0,1.0,none,0.0,0.0,0.0,,,,0.0,12,C,,12300,4210014,16,79630420101,38.994718,44.9212862,city,,,,,,,,,,,,,,
0100003005,1220100002484,adygeya,0100,2022-10-20,2023-10-25,1.0,1.0,none,0.0,0.0,0.0,,,,0.0,49.41,H,,12300,4210014,16,79633155051,39.1057081,44.9819414,street,,,,,,,,,,,,,,
0100003012,1220100002495,adygeya,0100,2022-10-24,,1.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,56.10,I,59708496,12300,4210014,16,79630415106,38.9331639,45.0247666,city,0.0,,,,,,,,,,2677.0,2595.0,,71.0
0100003020,1220100002506,adygeya,0100,2022-10-24,2024-12-05,1.0,1.0,none,0.0,0.0,0.0,,,,0.0,41.20,F,59709320,12300,4210014,16,79622457101,40.1921567,44.3036261,house,,,,,,,,,,,,,,
0100003037,1220100002517,adygeya,0100,2022-10-25,,1.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,88.99,Q,71874116,71400,4210014,16,79701000001,40.06957360000001,44.612766750000006,house,,,,,,,,,,,,,,
0100003044,1220100002528,adygeya,0100,2022-10-27,,1.0,1.0,none,0.0,1.0,0.0,0.0,1.0,0.0,0.0,93.12,R,73766891,71400,4210014,16,79701000001,40.02456793924509,44.61158595,house,,,,,,,,,,,,,,
0100003051,1220100002539,adygeya,0100,2022-10-28,,1.0,1.0,none,0.0,1.0,0.0,0.0,1.0,0.0,0.0,96.02.20,S,76583837,12300,4210014,16,79701000001,40.0610933684253,44.60204255,house,,,,,,,,,,,,,,
0100003069,1220100002540,adygeya,0100,2022-10-31,,1.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,71.11,M,83418783,12300,4210014,16,79701000001,40.064298109635914,44.6093465,house,,,,,,,,,,,20.0,,,
0100003076,1220100002550,adygeya,0100,2022-10-31,2024-03-12,1.0,1.0,none,0.0,0.0,0.0,,,,0.0,80.10,N,83420656,12300,4210014,16,79701000001,40.06911565,44.60294115,house,,,,,,,,,,,,,,
0100003083,1220100002561,adygeya,0100,2022-10-31,,1.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,68.20,L,83421165,12300,4210014,16,79701000141,39.9351474,44.6907926,street,4961.0,,,,,4961.0,,,,,1384.0,,,1383.0
0100003090,1220100002572,adygeya,0100,2022-11-01,,1.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,41.20,F,83425820,12300,4210014,16,79630157051,38.9024232,44.9236163,street,1361613.0,,,,,1358462.0,,,3151.0,,134370.0,,17.0,134310.0
0100003100,1220100002583,adygeya,0100,2022-11-01,,1.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,62.02,J,83413337,12300,4210014,16,79701000121,40.066683350000005,44.63277575,house,,,,,,,,,,,461.0,,,32.0
0100003118,1220100002594,adygeya,0100,2022-11-01,,1.0,1.0,none,0.0,1.0,0.0,0.0,1.0,0.0,0.0,16.10,C,83425560,12300,4210014,16,79622434101,40.3016679,44.6774333,street,,,,,,,,,,,916.0,916.0,,
0100003125,1220100002605,krasnodar,2300,2022-11-01,,1.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,52.29,H,94726536,12300,4210014,16,03701000001,39.00152457004421,45.09200665,house,,,,,,,,,,,2222.0,1489.0,,634.0
0100003132,1220100002616,adygeya,0100,2022-11-02,,1.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,47.59,G,49249544,12300,4210014,16,79701000001,40.08554556569218,44.6069874,house,,,,,,,,,,,10.0,,,
0100003140,1220100002627,adygeya,0100,2022-11-02,,1.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,41.20,F,49248591,12300,4210014,16,79630420101,38.994718,44.9212862,city,,,,,,,,,,,10204.0,618.0,22.0,9478.0
0100003157,1220100002638,adygeya,0100,2022-11-03,,1.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,16.23,C,55430928,12300,4210014,16,79701000131,40.0027181,44.6789093,street,2645.0,,,,,2645.0,,,,,22973.0,12949.0,,9958.0
0100003164,1220100002649,adygeya,0100,2022-11-07,,1.0,1.0,none,0.0,1.0,0.0,1.0,1.0,0.0,0.0,01.13.60,A,71751135,12300,4210014,16,79630157051,38.9151607,44.9305668,house,,,,,,,,,,,,,,
0100003171,1220100002650,adygeya,0100,2022-11-08,,1.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,86.23,Q,77056287,12300,4210014,16,79701000001,40.11486934578957,44.594661,house,,,,,,,,,,,22.0,19.0,,
0100003189,1220100002660,adygeya,0100,2022-11-09,,1.0,1.0,none,0.0,0.0,0.0,,,,0.0,41.20,F,77058719,12300,4210014,16,79701000111,40.0238272,44.6212354,street,,,,,,,,,,,,,,
0100003196,1220100002671,adygeya,0100,2022-11-09,,1.0,1.0,none,0.0,0.0,0.0,,,,0.0,73.11,M,85034638,12300,4210014,16,79701000001,40.0838184,44.6124957,house,,,,,,,,,,,,,,
0100003206,1220100002682,adygeya,0100,2022-11-14,,1.0,1.0,none,0.0,1.0,0.0,0.0,0.0,0.0,0.0,94.99,S,48029214,20200,4220003,53,79701000001,40.11061687533293,44.60462805,house,,,,,,,,,,,14.0,,,
0100003213,1220100002693,adygeya,0100,2022-11-15,,1.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,36,E,57400162,12300,4210014,16,79630415106,38.92500848086568,45.021075249999996,house,,,,,,,,,,,554.0,4.0,,443.0
0100003220,1220100002704,adygeya,0100,2022-11-16,,1.0,1.0,none,0.0,1.0,0.0,0.0,1.0,0.0,0.0,80.10,N,57402244,12300,4210014,16,79701000001,40.07497975,44.59846815,house,,,,,,,,,,,32.0,,,
0100003238,1220100002715,adygeya,0100,2022-11-17,,1.0,1.0,none,0.0,1.0,0.0,1.0,1.0,0.0,0.0,94.92,S,77484391,20201,4220003,51,79701000001,40.062453354749906,44.6010494,house,,,,,,,,,,,,,,
0100003245,1220100002726,adygeya,0100,2022-11-17,,1.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,56.10,I,77473134,12300,4210014,16,79701000001,40.11744362502597,44.62659725,house,5249.0,,,,,5249.0,,,,,8683.0,6109.0,,1684.0
0100003252,1220100002737,adygeya,0100,2022-11-18,,1.0,1.0,none,0.0,0.0,1.0,0.0,1.0,0.0,0.0,41.20,F,81802000,12300,4210014,16,79701000001,40.1105046,44.6035363,house,,,,,,,,,,,,,,
0100003260,1220100002748,adygeya,0100,2022-11-21,,1.0,1.0,none,0.0,0.0,0.0,,,,0.0,94.99,S,82410176,20200,4220003,53,79630159051,38.9353868,44.9956182,street,,,,,,,,,,,,,,
0100003277,1220100002759,adygeya,0100,2022-11-21,,1.0,1.0,none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,85.42,P,82423888,71400,4210014,16,79630159051,38.9364668931551,44.980777950000004,house,,,,,,,,,,,830.0,10.0,,719.0
0100003284,1220100002760,adygeya,0100,2022-11-21,,1.0,1.0,none,0.0,0.0,0.0,,,,0.0,73.11,M,82452619,12300,4210014,16,79630159051,38.9326728,44.9715135,house,,,,,,,,,,,,,,
0100003291,1220100002770,adygeya,0100,2022-11-21,,1.0,1.0,none,0.0,0.0,0.0,,,,0.0,94.99,S,82454050,20210,4220003,53,79701000001,40.05723080377567,44.6086076,house,,,,,,,,,,,,,,
0100003301,1220100002781,adygeya,0100,2022-11-22,,1.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,43.22,F,98897476,12300,4210014,16,79701000001,40.10582429549461,44.616175999999996,house,,,,,,,,,,,398.0,,,272.0
0100003319,1220100002792,adygeya,0100,2022-11-24,,1.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,43.21,F,48831710,12300,4210014,16,79701000001,40.1082965,44.6188877,street,0.0,,,,,0.0,,0.0,,,718.0,5.0,,666.0
0100003326,1220100002803,adygeya,0100,2022-11-28,,1.0,1.0,none,0.0,1.0,0.0,0.0,1.0,0.0,0.0,56.10,I,72777266,12300,4210014,16,79622407101,40.2034043,44.2310538,city,,,,,,,,,,,5.0,,,
0100003333,1220100002814,adygeya,0100,2022-11-28,,1.0,1.0,none,0.0,0.0,0.0,,,,0.0,46.69.90,G,72777817,12300,4210014,16,79622455101,40.17526355,44.5174026,house,,,,,,,,,,,,,,
0100003340,1220100002825,adygeya,0100,2022-11-29,,1.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,03.22,A,75035921,12300,4210014,16,79701000141,39.9644217,44.6686881,street,,,,,,,,,,,10.0,,,
0100003358,1220100002836,adygeya,0100,2022-11-30,,1.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,42.21,F,53380600,12300,4210014,16,79640425111,40.1817843,45.047864,street,,,,,,,,,,,5863.0,,,3113.0
0100003372,1220100002858,adygeya,0100,2022-12-02,,1.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,90.01,R,58173082,12300,4210014,16,79630159051,38.9317918,44.9983806,house,,,,,,,,,,,837.0,,,302.0
0100003380,1220100002869,adygeya,0100,2022-12-05,,1.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,46.90,G,99021616,12300,4210014,16,79630159051,38.9505439,44.98191945,house,31.0,,,,,,,,31.0,,6711.0,488.0,4.0,5400.0
0100003397,1220100002870,adygeya,0100,2022-12-05,,1.0,1.0,none,0.0,0.0,0.0,,,,0.0,46.33,G,99090534,12300,4210014,16,79701000001,40.06373485,44.6088438,house,,,,,,,,,,,,,,
0100003407,1220100002880,adygeya,0100,2022-12-06,,1.0,1.0,none,0.0,0.0,0.0,,,,0.0,43.21,F,99049879,12300,4210014,16,79605407101,40.0758879,44.8485859,street,,,,,,,,,,,,,,
0100003414,1220100002891,adygeya,0100,2022-12-07,,1.0,1.0,none,0.0,0.0,1.0,0.0,1.0,0.0,0.0,43.99,F,57642965,12300,4210014,16,79701000001,40.0680038,44.6111879,house,,,,,,,,,,,,,,
0100003421,1220100002902,adygeya,0100,2022-12-08,,1.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,68.32,L,99273312,12300,4210014,16,79703000001,39.17939031012021,44.88811905,house,,,,,,,,,,,638.0,397.0,,200.0
0100003439,1220100002913,adygeya,0100,2022-12-09,,1.0,1.0,none,0.0,0.0,0.0,,,,0.0,56.10,I,94357889,12300,4210014,16,79630415106,38.9331639,45.0247666,city,,,,,,,,,,,,,,
0100003446,1220100002924,adygeya,0100,2022-12-09,,1.0,1.0,none,0.0,1.0,0.0,1.0,1.0,0.0,0.0,01.19,A,94357872,20700,4210014,16,79701000001,40.0521318,44.63098,street,,,,,,,,,,,,,,
0100003453,1220100002935,adygeya,0100,2022-12-14,,1.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,71.12.20,M,78434745,12300,4210014,16,79630159051,38.9300636,44.991377,street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0
0100003460,1220100002946,adygeya,0100,2022-12-14,,1.0,1.0,none,0.0,0.0,0.0,,,,0.0,63.91,J,78434739,12300,4210014,16,79703000001,39.19657825,44.8931302,house,,,,,,,,,,,,,,
0100003478,1220100002957,adygeya,0100,2022-12-16,,1.0,1.0,none,0.0,1.0,0.0,0.0,1.0,0.0,0.0,94.99,S,93639189,20200,4220003,53,79633430101,39.37946425,44.890212149999996,house,,,,,,,,,,,0.0,,,
0100003485,1220100002968,adygeya,0100,2022-12-16,,1.0,1.0,none,0.0,1.0,0.0,1.0,1.0,0.0,0.0,93.29.90,R,93747217,71400,4210014,16,79701000001,40.057644155290745,44.6121628,house,,,,,,,,,,,,,,
0100003492,1220100002979,adygeya,0100,2022-12-19,,1.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,46.32,G,99800314,12300,4210014,16,79701000001,40.11691267884067,44.611136,house,,,,,,,,,,,5544.0,1607.0,,742.0
0100003502,1220100002980,adygeya,0100,2022-12-19,,1.0,1.0,none,0.0,1.0,0.0,0.0,1.0,0.0,0.0,80.10,N,99830244,12300,4210014,16,79701000001,40.1094564,44.623996149999996,house,0.0,0.0,,,,,,,,,0.0,0.0,,0.0
0100003510,1220100002990,adygeya,0100,2022-12-19,,1.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,72.19,M,99797446,71400,4210014,16,79701000001,40.08189315,44.59811565,house,,,,,,,,,,,3.0,,,
0100003527,1220100003001,adygeya,0100,2022-12-19,,1.0,1.0,none,0.0,0.0,0.0,,,,0.0,46.46.20,G,99706644,12300,4210014,16,79701000001,40.09371236740934,44.60897395,house,,,,,,,,,,,,,,
0100003534,1220100003012,adygeya,0100,2022-12-19,,1.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,49.39,H,99702227,12300,4210014,16,79630159051,38.9248547,44.9816697,street,9765.0,,,,,9765.0,,,,,2033.0,,976.0,1020.0
0100003541,1220100003023,adygeya,0100,2022-12-19,,1.0,1.0,none,0.0,0.0,0.0,,,,0.0,82.99,N,99604140,12300,4210014,16,79701000001,40.0698323,44.6160034,house,,,,,,,,,,,,,,
0100003559,1220100003034,adygeya,0100,2022-12-22,,1.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,82.99,N,48395083,12300,4210014,16,79701000001,40.00508175,44.6760442,house,,,,,,,,,,,100.0,,,
0100003566,1220100003045,adygeya,0100,2022-12-22,,1.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,82.99,N,48630667,12300,4210014,16,79701000001,40.00508175,44.6760442,house,,,,,,,,,,,100.0,,,
0100003573,1220100003056,adygeya,0100,2022-12-26,,1.0,1.0,none,0.0,1.0,0.0,1.0,0.0,1.0,0.0,88.99,Q,55807385,71400,4210014,16,79701000001,40.133882549999996,44.616244449999996,house,,,,,,,,,,,54.0,,,
0100003580,1220100003067,adygeya,0100,2022-12-26,,1.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,63.11,J,55596020,12300,4210014,16,79701000001,40.11089040000004,44.6188174,house,3881.0,,,,,3881.0,,,,,21917.0,1451.0,,13612.0
0100003598,1220100003078,adygeya,0100,2022-12-26,,1.0,1.0,none,0.0,1.0,0.0,1.0,1.0,0.0,0.0,72.20.20,M,55618744,71400,4210014,16,79701000001,40.063032489132475,44.59854335,house,,,,,,,,,,,,,,
0100003608,1220100003089,adygeya,0100,2022-12-26,,1.0,1.0,none,0.0,1.0,0.0,1.0,1.0,0.0,0.0,88.99,Q,55724943,71400,4210014,16,79701000001,40.140854418646946,44.60191785,house,,,,,,,,,,,,,,
0100003615,1220100003090,adygeya,0100,2022-12-26,,1.0,1.0,none,0.0,1.0,0.0,0.0,1.0,0.0,0.0,93.11,R,55805469,20200,4220003,53,79701000001,40.08585428446746,44.601365099999995,house,,,,,,,,,,,0.0,,,
0100003622,1220100003100,adygeya,0100,2022-12-26,,1.0,1.0,none,0.0,1.0,0.0,1.0,1.0,0.0,0.0,93.11,R,55726965,20200,4220003,53,79622420131,40.17984575,44.62141145,house,,,,,,,,,,,,,,
0100003630,1220100003111,adygeya,0100,2022-12-27,,1.0,1.0,none,0.0,0.0,1.0,1.0,1.0,0.0,0.0,47.29.10,G,81885612,12300,4210014,16,79701000001,40.0890662,44.6103933,house,,,,,,,,,,,,,,
0100003647,1220100003122,adygeya,0100,2022-12-27,,1.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,47.91,G,81885629,12300,4210014,16,79701000001,40.10547015,44.60199885,house,,,,,,,,,,,361.0,355.0,,
0100003654,1220100003133,adygeya,0100,2022-12-27,,1.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,80.10,N,81889863,12300,4210014,16,79701000001,40.108787,44.61663905,house,,,,,,,,,,,250.0,,,
0100003661,1220100003155,adygeya,0100,2022-12-28,,1.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,94.99,S,88044560,20200,4220003,53,79622447111,40.14256900000001,44.5311676,house,,,,,,,,,,,2.0,,,
0100003679,1220100003144,adygeya,0100,2022-12-28,,1.0,1.0,none,0.0,0.0,0.0,,,,0.0,94.99,S,87284724,20200,4220003,53,79701000111,40.01678344999999,44.622738749999996,house,,,,,,,,,,,,,,
0100003686,1220100003166,adygeya,0100,2022-12-29,,1.0,1.0,none,0.0,0.0,0.0,,,,0.0,69.10,M,96903652,12300,4210014,16,79630159051,38.93718046578096,44.97957595,house,,,,,,,,,,,,,,
0100003693,1220100003177,adygeya,0100,2022-12-29,,1.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,03.22,A,96903014,12300,4210014,16,79701000111,40.02166855,44.6175504,house,,,,,,,,,,,10.0,,,
0100003710,1230100000020,adygeya,0100,2023-01-09,,0.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,62.01,J,78148956,12300,4210014,16,79701000001,40.08411031855645,44.61258275,house,0.0,,,,,0.0,,0.0,,,662.0,420.0,,57.0
0100003728,1230100000030,krasnodar,2300,2023-01-10,,0.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,80.10,N,79429574,12300,4210014,16,03701000001,39.0488432,45.0180094,house,,,,,,,,,,,282.0,,,233.0
0100003735,1230100000041,adygeya,0100,2023-01-13,,0.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,46.73.60,G,97246067,12300,4210014,16,79630159051,38.9275784,44.9907243,house,,,,,,,,,,,591.0,,,574.0
0100003742,1230100000052,adygeya,0100,2023-01-18,,0.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,47.25.11,G,98593948,12300,4210014,16,79701000001,40.0561238,44.6012195,house,,,,,,,,,,,293.0,290.0,,
0100003750,1230100000063,adygeya,0100,2023-01-23,,0.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,41.20,F,96755016,12300,4210014,16,79701000001,40.09854666527963,44.597299750000005,house,55.0,,,,,55.0,,,,,18078.0,119.0,,16102.0
0100003767,1230100000074,adygeya,0100,2023-01-23,2023-07-27,0.0,1.0,none,0.0,0.0,0.0,,,,0.0,46.39,G,,12300,,,,39.4121644,44.9023331,street,,,,,,,,,,,,,,
0100003774,1230100000085,adygeya,0100,2023-01-24,2024-08-16,0.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,45.19.40,G,96727907,12300,4210014,16,79630159051,38.955583700000005,44.98136805,house,,,,,,,,,,,14.0,2.0,,3.0
0100003781,1230100000096,adygeya,0100,2023-01-31,,0.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,69.10,M,82157866,12300,4210014,16,79701000001,40.07928202520054,44.607341950000006,house,,,,,,,,,,,10.0,,,
0100003799,1230100000107,adygeya,0100,2023-02-01,,0.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,56.10.10,I,82137527,12300,4210014,16,79630415106,38.9331639,45.0247666,city,,,,,,,,,,,348.0,127.0,,10.0
0100003809,1230100000118,adygeya,0100,2023-02-01,,0.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,41.20,F,82110072,12300,4210014,16,79701000001,40.0680038,44.6111879,house,51.0,,,,,,,51.0,,,,,,
0100003816,1230100000129,adygeya,0100,2023-02-02,,0.0,1.0,none,0.0,0.0,1.0,0.0,0.0,1.0,0.0,94.12,S,82180026,20606,4210014,16,79701000001,40.10458975,44.616650750000005,house,,,,,,,,,,,10.0,,,
